"date","price","source"
"2019-06-21","66.87","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-22","66.87","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-23","66.93","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-24","66.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-25","66.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-26","66.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-27","67.05","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-28","67.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-29","67.22","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-06-30","67.3","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-01","67.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-02","67.4","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-03","67.4","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-04","67.4","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-05","67.4","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-06","69.9","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-07","69.9","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-08","69.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-09","69.69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-10","69.69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-11","69.53","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-12","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-13","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-14","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-15","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-16","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-17","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-18","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-19","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-20","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-21","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-22","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-23","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-24","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-25","69.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-26","69.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-27","69.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-28","69.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-29","69.25","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-30","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-07-31","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-01","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-02","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-03","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-04","69.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-05","69.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-06","69.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-07","69.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-08","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-09","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-10","68.82","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-11","68.66","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-12","68.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-13","68.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-14","68.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-15","68.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-16","68.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-17","68.55","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-18","68.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-19","68.33","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-20","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-21","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-22","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-23","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-24","68.31","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-25","68.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-26","68.51","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-27","68.51","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-28","68.51","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-29","68.46","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-30","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-08-31","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-01","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-02","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-03","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-04","68.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-05","68.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-06","68.31","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-07","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-08","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-09","68.26","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-10","68.32","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-11","68.32","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-12","68.37","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-13","68.46","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-14","68.56","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-15","68.62","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-16","68.62","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-17","68.78","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-18","69.04","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-19","69.24","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-20","69.54","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-21","69.79","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-22","70.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-23","70.22","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-24","70.37","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-25","70.37","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-26","70.44","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-27","70.55","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-28","70.55","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-29","70.55","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-09-30","70.64","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-01","70.76","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-02","70.76","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-03","70.69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-04","70.61","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-05","70.39","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-06","70.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-07","70.14","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-08","70.03","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-09","70.03","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-10","69.97","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-11","69.81","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-12","69.66","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-13","69.66","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-14","69.66","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-15","69.61","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-16","69.61","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-17","69.61","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-18","69.5","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-19","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-20","69.35","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-21","69.35","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-22","69.29","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-23","69.29","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-24","69.24","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-25","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-26","69.12","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-27","69.12","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-28","69.12","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-29","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-30","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-10-31","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-01","68.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-02","68.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-03","68.99","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-04","68.96","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-05","68.96","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-06","68.96","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-07","68.96","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-08","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-09","69.13","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-10","69.13","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-11","69.07","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-12","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-13","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-14","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-15","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-16","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-17","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-18","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-19","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-20","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-21","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-22","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-23","69.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-24","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-25","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-26","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-27","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-28","68.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-29","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-11-30","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-01","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-02","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-03","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-04","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-05","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-06","69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-07","69.06","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-08","69.17","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-09","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-10","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-11","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-12","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-13","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-14","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-15","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-16","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-17","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-18","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-19","69.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-20","69.59","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-21","69.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-22","70.01","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-23","70.23","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-24","70.28","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-25","70.28","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-26","70.39","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-27","70.55","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-28","70.73","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-29","70.93","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-30","71.12","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2019-12-31","71.31","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-01","71.31","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-02","71.43","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-03","71.56","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-04","71.72","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-05","71.84","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-06","72.02","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-07","72.14","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-08","72.14","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-09","72.29","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-10","72.41","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-11","72.54","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-12","72.47","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-13","72.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-14","72.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-15","72.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-16","72.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-17","72.11","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-18","71.94","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-19","71.77","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-20","71.57","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-21","71.35","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-22","71.35","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-23","71.15","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-24","70.88","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-25","70.56","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-26","70.19","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-27","69.93","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-28","69.79","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-29","69.79","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-30","69.56","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-01-31","69.47","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-01","69.42","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-02","69.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-03","69.27","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-04","69.22","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-05","69.22","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
