"date","price","source"
"2020-02-06","69.09","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-07","68.84","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-08","68.57","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-09","68.36","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-10","68.19","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-11","67.98","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-12","67.98","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-13","67.93","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-14","67.87","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-15","67.87","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-16","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-17","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-18","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-19","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-20","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-21","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-22","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-23","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-24","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-25","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-26","67.8","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-27","67.75","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-28","67.69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-02-29","67.6","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-01","67.34","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-02","67.13","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-03","67.05","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-04","67.05","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-05","66.96","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-06","66.82","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-07","66.69","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-08","66.5","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-09","66.24","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-10","65.97","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-11","65.97","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-12","65.84","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-13","65.68","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-14","65.51","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-15","65.37","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-16","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-17","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-18","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-19","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-20","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-21","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-22","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-23","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-24","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-25","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-26","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-27","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-28","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-29","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-30","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
"2020-03-31","65.21","Daily Retail Selling Price of Diesel (in 2019-20) (1).xlsx"
