"date","price","source"
"2018-02-20","66.34","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-19","66.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-18","66.62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-17","66.84","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-16","67.11","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-15","67.43","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-14","67.62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-13","67.62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-12","67.75","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-11","68.05","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-10","68.21","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-09","68.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-08","68.31","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-07","68.39","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-06","68.39","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-05","68.3","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-04","68.23","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-03","68.23","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-02","68.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-02-01","68.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-31","68.15","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-30","68.15","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-29","68.08","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-28","67.99","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-27","67.89","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-26","67.78","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-25","67.65","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-24","67.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-23","67.3","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-22","67.1","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-21","66.91","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-20","66.7","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-19","66.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-18","66.3","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-17","66.09","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-16","65.9","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-15","65.74","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-14","65.53","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-13","65.32","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-12","65.1","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-11","64.88","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-10","64.67","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-09","64.48","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-08","64.28","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-07","64.08","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-06","63.87","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-05","63.67","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-04","63.59","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-03","63.51","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-02","63.43","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2018-01-01","63.35","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-31","63.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-30","63.19","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-29","63.1","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-28","62.97","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-27","62.85","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-26","62.75","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-25","62.62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-24","62.51","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-23","62.39","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-22","62.28","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-21","62.16","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-20","62.03","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-19","61.87","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-18","61.75","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-17","61.67","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-16","61.55","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-15","61.43","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-14","61.31","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-13","61.28","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-12","61.26","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-11","61.24","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-10","61.21","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-09","61.21","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-08","61.22","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-07","61.2","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-06","61.2","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-05","61.17","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-04","61.15","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-03","61.12","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-02","61.1","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-12-01","61.07","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-30","61.05","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-29","61.03","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-28","61.03","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-27","60.99","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-26","60.97","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-25","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-24","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-23","60.93","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-22","60.93","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-21","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-20","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-19","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-18","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-17","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-16","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-15","60.95","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-14","60.97","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-13","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-12","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-11","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-10","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-09","60.94","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-08","60.89","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-07","60.89","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-06","60.78","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-05","60.69","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-04","60.64","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-03","60.54","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-02","60.43","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-11-01","60.32","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-31","60.29","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-30","60.23","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-29","60.09","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-28","60","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-27","59.85","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-26","59.77","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-25","59.71","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-24","59.68","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-23","59.68","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-22","59.65","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-21","59.56","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-20","59.53","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-19","59.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-18","59.41","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-17","59.41","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-16","59.45","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-15","59.48","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-14","59.53","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-13","59.56","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-12","59.56","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-11","59.58","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-10","60.55","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-09","60.55","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-08","60.51","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-07","60.49","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-06","60.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-05","60.44","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-04","60.43","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-03","62.82","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-02","62.75","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-10-01","62.59","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-30","62.53","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-29","62.44","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-28","62.36","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-27","62.33","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-26","62.33","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-25","62.38","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-24","62.38","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-23","62.35","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-22","62.35","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-21","62.35","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-20","62.45","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-19","62.51","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-18","62.58","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-17","62.55","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-16","62.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-15","62.46","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-14","62.4","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-13","62.37","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-12","62.37","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-11","62.26","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-10","62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-09","61.67","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-08","61.38","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-07","61.18","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-06","61.03","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-05","61.03","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-04","60.95","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-03","60.84","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-02","60.77","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-09-01","60.68","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-31","60.6","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-30","60.56","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-29","60.56","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-28","60.57","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-27","60.58","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-26","60.51","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-25","60.57","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-24","60.61","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-23","60.6","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-22","60.6","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-21","60.55","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-20","60.62","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-19","60.74","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-18","60.85","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-17","60.96","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-16","60.92","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-15","60.86","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-14","60.81","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-13","60.8","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-12","60.7","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-11","60.52","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-10","60.35","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-09","60.32","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-08","60.25","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-07","60.13","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-06","60.06","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-05","59.83","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-04","59.59","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-03","59.32","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-02","59.1","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-08-01","59.04","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-31","59.08","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-30","58.87","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-29","58.75","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-28","58.58","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-27","58.49","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-26","58.49","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-25","58.5","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-24","58.48","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-23","58.48","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-22","58.49","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-21","58.57","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-20","58.6","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-19","58.59","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-18","58.59","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-17","58.54","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-16","58.47","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-15","58.39","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-14","58.19","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-13","58.22","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-12","58.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-11","58.27","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-10","59.93","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-09","59.69","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-08","59.41","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-07","59.15","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-06","58.93","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-05","58.76","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-04","58.76","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-03","58.79","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-02","58.67","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-07-01","58.63","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-30","58.8","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-29","58.88","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-28","58.88","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-27","58.89","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-26","58.88","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-25","58.97","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-24","59.13","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-23","59.23","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-22","59.32","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-21","59.34","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-20","59.34","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-19","59.39","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-18","59.53","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-17","59.73","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
"2017-06-16","59.9","Daily Retail Selling Price of Diesel (in 2017-18).xlsx"
