"date","price","source"
"2018-07-23","72.07","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-24","71.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-25","71.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-26","71.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-27","71.89","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-28","71.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-29","71.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-30","71.93","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-07-31","72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-01","72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-02","72.12","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-03","72.21","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-04","72.4","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-05","72.53","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-06","72.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-07","72.72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-08","72.72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-09","72.72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-10","72.8","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-11","72.94","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-12","73.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-13","72.96","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-14","72.96","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-15","72.96","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-16","73.02","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-17","73.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-18","73.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-19","73.17","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-20","73.3","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-21","73.36","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-22","73.36","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-23","73.36","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-24","73.44","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-25","73.44","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-26","73.59","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-27","73.74","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-28","73.9","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-29","74.05","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-30","74.24","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-08-31","74.54","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-01","74.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-02","75.12","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-03","75.54","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-04","75.74","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-05","75.74","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-06","75.96","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-07","76.51","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-08","76.98","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-09","77.09","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-10","77.32","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-11","77.47","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-12","77.47","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-13","77.58","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-14","77.82","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-15","78.07","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-16","78.26","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-17","78.33","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-18","78.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-19","78.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-20","78.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-21","78.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-22","78.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-23","78.53","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-24","78.58","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-25","78.69","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-26","78.69","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-27","78.82","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-28","79.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-29","79.23","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-09-30","79.4","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-01","79.72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-02","79.89","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-03","79.89","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-04","80.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-05","77.45","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-06","76.75","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-07","77.06","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-08","77.37","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-09","77.68","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-10","77.93","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-11","78.22","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-12","78.51","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-13","78.82","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-14","79.02","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-15","79.11","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-16","79.35","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-17","79.35","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-18","79.24","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-19","79.13","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-20","79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-21","78.82","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-22","78.54","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-23","78.46","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-24","78.46","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-25","78.41","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-26","78.33","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-27","77.96","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-28","77.61","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-29","77.4","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-30","77.32","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-10-31","77.32","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-01","77.32","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-02","77.18","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-03","77.06","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-04","76.88","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-05","76.67","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-06","76.57","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-07","76.57","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-08","76.38","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-09","76.22","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-10","76.05","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-11","75.92","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-12","75.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-13","75.64","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-14","75.64","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-15","75.53","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-16","75.36","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-17","75.16","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-18","74.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-19","74.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-20","74.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-21","74.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-22","74.34","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-23","73.91","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-24","73.48","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-25","72.99","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-26","72.56","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-27","72.13","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-28","71.71","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-29","71.33","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-11-30","70.89","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-01","70.5","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-02","70.15","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-03","69.77","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-04","69.48","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-05","69.48","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-06","69.02","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-07","68.59","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-08","68.32","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-09","68.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-10","67.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-11","67.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-12","67.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-13","67.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-14","67.58","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-15","67.5","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-16","67.38","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-17","67.47","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-18","67.55","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-19","67.55","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-20","67.55","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-21","67.39","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-22","67.17","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-23","66.98","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-24","66.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-25","66.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-26","66.79","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-27","66.72","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-28","66.57","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-29","66.25","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-30","66.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2018-12-31","65.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-01","65.56","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-02","65.56","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-03","65.56","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-04","65.34","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-05","65.14","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-06","65.04","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-07","65.12","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-08","65.12","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-09","65.12","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-10","65.43","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-11","65.73","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-12","66.04","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-13","66.66","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-14","67.18","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-15","67.49","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-16","67.62","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-17","67.82","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-18","68.02","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-19","68.22","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-20","68.53","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-21","68.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-22","69.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-23","69.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-24","69.01","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-25","69.11","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-26","69.11","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-27","69.11","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-28","69.11","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-29","69","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-30","69","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-01-31","68.91","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-01","68.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-02","68.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-03","68.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-04","68.7","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-05","68.59","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-06","68.59","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-07","68.65","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-08","68.65","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-09","68.65","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-10","68.65","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-11","68.71","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-12","68.71","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-13","68.71","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-14","68.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-15","68.83","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-16","68.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-17","69.09","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-18","69.23","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-19","69.3","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-20","69.3","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-21","69.47","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-22","69.63","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-23","69.71","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-24","69.8","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-25","69.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-26","70.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-02-27","70.1","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
